source_block,dataset,model,feature_set,mean_full_pool_mape,n_feature_trials,best_acquisition,best_median_relative_improvement_pct,best_representative_trial,best_representative_relative_improvement_pct,worst_acquisition,worst_median_relative_improvement_pct,worst_representative_trial,worst_representative_relative_improvement_pct,random_acquisition,panel_a_labelled_n,panel_a_labelled_fraction,best_operational_labelled_n,worst_operational_labelled_n,embedding_reference_trial,panel_c_endpoint_labelled_fraction,index,source_index,cell_name,lifetime,split_assignment,embedding_x,embedding_y,best_selected,worst_selected,best_trial_pool,worst_trial_pool,selection_membership,role,acquisition,nominal_fraction,plot_fraction,mape_mean,mape_min,mape_max,mape_sd,n_trials,labelled_n,achieved_fraction,mape_sem,signed_error_grid,density_mean,density_sem,bandwidth,n_holdout_samples,trial,pool_n,fraction_distance,panel,panel_c_endpoint_fraction
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,74.0,74.0,10-6,2285.0,holdout,0.24531250904732185,0.5498926375252019,False,True,False,True,worst_only,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,75.0,75.0,10-7,1783.0,pool,0.6192445958773184,0.146355793777743,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,76.0,76.0,10-8,1400.0,pool,0.2373409253802999,0.7922646948723017,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,RF,set1_dQn_m,,,diversity_oneshot,,4.0,,diversity_iterative,,2.0,,,18.0,0.2903225806451613,,,,,0.0,0.0,1-1,1504.0,pool,0.06183466645115465,0.1411838568205841,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,RF,set1_dQn_m,,,diversity_oneshot,,4.0,,diversity_iterative,,2.0,,,18.0,0.2903225806451613,,,,,1.0,1.0,1-2,2678.0,pool,0.23987268155053665,0.6191311497868313,False,False,True,False,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,RF,set1_dQn_m,,,diversity_oneshot,,4.0,,diversity_iterative,,2.0,,,18.0,0.2903225806451613,,,,,2.0,2.0,1-3,1858.0,pool,0.9890075160546067,0.845267964428348,False,True,True,True,worst_only,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,RF,set1_dQn_m,,,diversity_oneshot,,4.0,,diversity_iterative,,2.0,,,18.0,0.2903225806451613,,,,,3.0,3.0,1-4,1500.0,pool,0.9812419956694626,0.9871342286469174,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,RF,set1_dQn_m,,,diversity_oneshot,,4.0,,diversity_iterative,,2.0,,,18.0,0.2903225806451613,,,,,4.0,4.0,1-5,1971.0,pool,0.9878009767044671,0.6789660395735438,True,False,True,True,best_only,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,RF,set1_dQn_m,,,diversity_oneshot,,4.0,,diversity_iterative,,2.0,,,18.0,0.2903225806451613,,,,,5.0,5.0,1-6,1143.0,pool,0.0,0.8323207890946938,True,True,True,True,overlap,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,RF,set1_dQn_m,,,diversity_oneshot,,4.0,,diversity_iterative,,2.0,,,18.0,0.2903225806451613,,,,,6.0,6.0,1-7,1678.0,pool,0.037112487943971546,0.29079795403447634,False,False,True,False,background,,,,,,,,,,,,,,,,,,,,,,
