source_block,dataset,model,feature_set,mean_full_pool_mape,n_feature_trials,best_acquisition,best_median_relative_improvement_pct,best_representative_trial,best_representative_relative_improvement_pct,worst_acquisition,worst_median_relative_improvement_pct,worst_representative_trial,worst_representative_relative_improvement_pct,random_acquisition,panel_a_labelled_n,panel_a_labelled_fraction,best_operational_labelled_n,worst_operational_labelled_n,embedding_reference_trial,panel_c_endpoint_labelled_fraction,index,source_index,cell_name,lifetime,split_assignment,embedding_x,embedding_y,best_selected,worst_selected,best_trial_pool,worst_trial_pool,selection_membership,role,acquisition,nominal_fraction,plot_fraction,mape_mean,mape_min,mape_max,mape_sd,n_trials,labelled_n,achieved_fraction,mape_sem,signed_error_grid,density_mean,density_sem,bandwidth,n_holdout_samples,trial,pool_n,fraction_distance,panel,panel_c_endpoint_fraction
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,66.0,66.0,cell71,307.0,holdout,0.5020271221421733,0.5554478390054391,False,False,False,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,67.0,67.0,cell72,420.0,holdout,0.7591380231284381,0.11003083270036719,False,False,False,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,68.0,68.0,cell73,534.0,holdout,0.2801634492037059,0.5636326255674776,False,True,False,True,worst_only,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,69.0,69.0,cell74,649.0,holdout,0.5252626985543221,0.462146170850001,False,True,False,True,worst_only,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,70.0,70.0,cell75,605.0,pool,0.3732970991420723,0.46523661508161673,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,71.0,71.0,cell76,304.0,pool,0.4351248234078579,0.5744150302046687,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,RF,set1_dQn_m,,,diversity_iterative,,7.0,,exploitation,,8.0,,,18.0,0.3103448275862069,,,,,0.0,0.0,cell1,367.0,pool,0.07205721207051216,0.14347264880994473,False,True,True,True,worst_only,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,RF,set1_dQn_m,,,diversity_iterative,,7.0,,exploitation,,8.0,,,18.0,0.3103448275862069,,,,,1.0,1.0,cell2,312.0,pool,0.13209011665534987,0.2012072685364677,True,True,True,True,overlap,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,RF,set1_dQn_m,,,diversity_iterative,,7.0,,exploitation,,8.0,,,18.0,0.3103448275862069,,,,,2.0,2.0,cell3,308.0,pool,0.02319171838997166,0.0919428171787423,True,True,True,True,overlap,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,RF,set1_dQn_m,,,diversity_iterative,,7.0,,exploitation,,8.0,,,18.0,0.3103448275862069,,,,,3.0,3.0,cell4,261.0,pool,0.07953302086739465,0.08763258734171721,True,True,True,True,overlap,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,RF,set1_dQn_m,,,diversity_iterative,,7.0,,exploitation,,8.0,,,18.0,0.3103448275862069,,,,,4.0,4.0,cell5,251.0,pool,0.23629859722298352,0.0951540512942384,False,True,True,True,worst_only,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,RF,set1_dQn_m,,,diversity_iterative,,7.0,,exploitation,,8.0,,,18.0,0.3103448275862069,,,,,5.0,5.0,cell6,210.0,pool,0.15133200364392277,0.0,False,True,True,True,worst_only,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,RF,set1_dQn_m,,,diversity_iterative,,7.0,,exploitation,,8.0,,,18.0,0.3103448275862069,,,,,6.0,6.0,cell7,205.0,pool,0.30569310769109953,0.11826979056709057,False,True,True,True,worst_only,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,RF,set1_dQn_m,,,diversity_iterative,,7.0,,exploitation,,8.0,,,18.0,0.3103448275862069,,,,,7.0,7.0,cell10,236.0,pool,0.7799487423039301,0.6383141704677536,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
