dataset,feature_set,model,acquisition,mean_relative_improvement_pct,median_relative_improvement_pct,q25_relative_improvement_pct,q75_relative_improvement_pct,mean_delta_alc_mape,median_delta_alc_mape,mean_absolute_alc_mape,mean_baseline_alc_mape,n_trials
Formation,set5_features_metadata_corr95,GPR,diversity_iterative,-4.33105323903198,0.09570344312300483,-9.003062933422255,4.722246219078938,-0.4526550483608268,0.026816645390554505,12.234019115460054,11.78136406709923,10
Formation,set5_features_metadata_corr95,GPR,diversity_oneshot,3.847992172970817,3.081979415746304,-0.3750986596054704,9.844100023734796,0.5086410586876559,0.4023978479244894,11.272723008411571,11.78136406709923,10
Formation,set5_features_metadata_corr95,GPR,exploitation,-4.362366301921801,-0.5647985333554006,-10.116354849361311,4.640713639182727,-0.48011785946537755,-0.04455952080907011,12.261481926564604,11.78136406709923,10
Formation,set5_features_metadata_corr95,GPR,exploration,-5.660100539440285,-4.281294417070338,-15.028152928208232,5.723083966648135,-0.6403276989882117,-0.4727935187258625,12.42169176608744,11.78136406709923,10
Formation,set5_features_metadata_corr95,GPR,hybrid,-5.588376396084985,-5.290288145966109,-15.106811117931121,1.8294772132950254,-0.7313667083862624,-0.5361770222594116,12.51273077548549,11.78136406709923,10
Formation,set5_features_metadata_corr95,GPR,random_selection,0.0,0.0,0.0,0.0,0.0,0.0,11.78136406709923,11.78136406709923,10
Formation,set5_features_metadata_corr95,RF,coverage,-14.78205565964549,-12.788086681146934,-27.06336417328425,-7.541957704347148,-1.5404647749876852,-1.6566407002560402,13.93222877485922,12.391763999871536,10
Formation,set5_features_metadata_corr95,RF,diversity_iterative,-8.64147576510949,-9.121242636311182,-10.704465678797854,7.279301637146347,-0.7210929903251125,-0.9100160329609697,13.112856990196647,12.391763999871536,10
Formation,set5_features_metadata_corr95,RF,diversity_oneshot,-5.497402385706793,-11.395598306117108,-14.732337049142412,3.9374623710476913,-0.30445627589253854,-1.2596761323638939,12.696220275764073,12.391763999871536,10
Formation,set5_features_metadata_corr95,RF,exploitation,-3.2276971565300223,-3.0567771257557528,-11.93208905666687,9.954271443610876,-0.09641898640182855,-0.30601144505897704,12.488182986273364,12.391763999871536,10
Formation,set5_features_metadata_corr95,RF,exploration,3.5846306924774964,0.897923290630192,-1.5989309470911324,4.9462981933790235,0.7104252484725307,0.10316593426408716,11.681338751399005,12.391763999871536,10
