dataset,feature_set,model,trial,acquisition,alpha,cold_mape,full_pool_mape,attainable_gain_pp,positive_attainable_gain,pool_n,target_mape,status,continuous_labelled_n,continuous_pool_fraction,operational_labelled_n,operational_pool_fraction,operational_duration,duration_unit,nfp_percent,feature_model_label,acquisition_label,reached,required_pool_fraction_pct,required_full_life_tests,required_duration
Formation,set1_dQn_m,AE_ENet,2,exploitation,0.95,26.362932816805547,13.714662681273182,12.648270135532364,True,146,14.347076188049801,crossed,52.89449714768252,0.3622910763539899,60.0,0.410958904109589,5667.0,cycles,95,FS 1+AE-ENet,Exploitation,True,41.0958904109589,60.0,5667.0
Formation,set1_dQn_m,AE_ENet,2,exploration,0.95,26.362932816805547,13.714662681273182,12.648270135532364,True,146,14.347076188049801,crossed,81.82227840514406,0.5604265644187949,84.0,0.5753424657534246,7505.0,cycles,95,FS 1+AE-ENet,Exploration,True,57.534246575342465,84.0,7505.0
Formation,set1_dQn_m,AE_ENet,2,hybrid,0.95,26.362932816805547,13.714662681273182,12.648270135532364,True,146,14.347076188049801,crossed,47.43443397497387,0.324893383390232,48.0,0.3287671232876712,4406.0,cycles,95,FS 1+AE-ENet,Hybrid,True,32.87671232876712,48.0,4406.0
Formation,set1_dQn_m,AE_ENet,2,random_selection,0.95,26.362932816805547,13.714662681273182,12.648270135532364,True,146,14.347076188049801,crossed,88.70258559558518,0.607551956134145,96.0,0.6575342465753424,8984.0,cycles,95,FS 1+AE-ENet,Random,True,65.75342465753424,96.0,8984.0
Formation,set1_dQn_m,AE_ENet,3,coverage,0.95,11.701191184417244,8.776134209183688,2.925056975233556,True,146,8.922387057945366,crossed,87.45603846464608,0.5990139620866171,96.0,0.6575342465753424,9022.0,cycles,95,FS 1+AE-ENet,Coverage,True,65.75342465753424,96.0,9022.0
Formation,set1_dQn_m,AE_ENet,3,diversity_iterative,0.95,11.701191184417244,8.776134209183688,2.925056975233556,True,146,8.922387057945366,crossed,45.88089297613465,0.31425269161736064,48.0,0.3287671232876712,4237.0,cycles,95,FS 1+AE-ENet,Diversity IT,True,32.87671232876712,48.0,4237.0
Formation,set1_dQn_m,AE_ENet,3,diversity_oneshot,0.95,11.701191184417244,8.776134209183688,2.925056975233556,True,146,8.922387057945366,crossed,56.89095088368322,0.3896640471485152,60.0,0.410958904109589,5903.0,cycles,95,FS 1+AE-ENet,Diversity OS,True,41.0958904109589,60.0,5903.0
Formation,set1_dQn_m,AE_ENet,3,exploitation,0.95,11.701191184417244,8.776134209183688,2.925056975233556,True,146,8.922387057945366,crossed,103.79919477381634,0.7109533888617557,108.0,0.7397260273972602,10019.0,cycles,95,FS 1+AE-ENet,Exploitation,True,73.97260273972603,108.0,10019.0
Formation,set1_dQn_m,AE_ENet,3,exploration,0.95,11.701191184417244,8.776134209183688,2.925056975233556,True,146,8.922387057945366,crossed,124.11579140590251,0.8501081603144007,132.0,0.9041095890410958,12014.0,cycles,95,FS 1+AE-ENet,Exploration,True,90.41095890410958,132.0,12014.0
Formation,set1_dQn_m,AE_ENet,3,hybrid,0.95,11.701191184417244,8.776134209183688,2.925056975233556,True,146,8.922387057945366,crossed,71.58902043433348,0.49033575639954435,72.0,0.4931506849315068,6756.0,cycles,95,FS 1+AE-ENet,Hybrid,True,49.31506849315068,72.0,6756.0
Formation,set1_dQn_m,AE_ENet,3,random_selection,0.95,11.701191184417244,8.776134209183688,2.925056975233556,True,146,8.922387057945366,crossed,83.91626154481354,0.5747689146905037,84.0,0.5753424657534246,8033.0,cycles,95,FS 1+AE-ENet,Random,True,57.534246575342465,84.0,8033.0
Formation,set1_dQn_m,AE_ENet,4,coverage,0.95,10.995852935545257,8.81066614350785,2.185186792037406,True,146,8.91992548310972,crossed,142.08876546200605,0.9732107223425072,144.0,0.9863013698630136,13422.0,cycles,95,FS 1+AE-ENet,Coverage,True,98.63013698630137,144.0,13422.0
Formation,set1_dQn_m,AE_ENet,4,diversity_iterative,0.95,10.995852935545257,8.81066614350785,2.185186792037406,True,146,8.91992548310972,crossed,56.375205208110934,0.38613154252130777,60.0,0.410958904109589,5519.0,cycles,95,FS 1+AE-ENet,Diversity IT,True,41.0958904109589,60.0,5519.0
Formation,set1_dQn_m,AE_ENet,4,diversity_oneshot,0.95,10.995852935545257,8.81066614350785,2.185186792037406,True,146,8.91992548310972,crossed,139.0396940215785,0.9523266713806746,144.0,0.9863013698630136,12955.0,cycles,95,FS 1+AE-ENet,Diversity OS,True,98.63013698630137,144.0,12955.0
Formation,set1_dQn_m,AE_ENet,4,exploitation,0.95,10.995852935545257,8.81066614350785,2.185186792037406,True,146,8.91992548310972,crossed,143.61824559921948,0.9836866136932841,144.0,0.9863013698630136,12937.0,cycles,95,FS 1+AE-ENet,Exploitation,True,98.63013698630137,144.0,12937.0
Formation,set1_dQn_m,AE_ENet,4,exploration,0.95,10.995852935545257,8.81066614350785,2.185186792037406,True,146,8.91992548310972,crossed,106.07089379013827,0.7265129711653306,108.0,0.7397260273972602,9951.0,cycles,95,FS 1+AE-ENet,Exploration,True,73.97260273972603,108.0,9951.0
Formation,set1_dQn_m,AE_ENet,4,hybrid,0.95,10.995852935545257,8.81066614350785,2.185186792037406,True,146,8.91992548310972,crossed,142.3895908017241,0.9752711698748225,144.0,0.9863013698630136,13432.0,cycles,95,FS 1+AE-ENet,Hybrid,True,98.63013698630137,144.0,13432.0
Formation,set1_dQn_m,AE_ENet,4,random_selection,0.95,10.995852935545257,8.81066614350785,2.185186792037406,True,146,8.91992548310972,crossed,128.73819448620551,0.8817684553849693,132.0,0.9041095890410958,12139.0,cycles,95,FS 1+AE-ENet,Random,True,90.41095890410958,132.0,12139.0
Formation,set1_dQn_m,AE_ENet,5,coverage,0.95,20.56115325170685,11.433412231381425,9.127741020325423,True,146,11.889799282397696,crossed,43.38768205815948,0.2971759045079416,48.0,0.3287671232876712,4281.0,cycles,95,FS 1+AE-ENet,Coverage,True,32.87671232876712,48.0,4281.0
Formation,set1_dQn_m,AE_ENet,5,diversity_iterative,0.95,20.56115325170685,11.433412231381425,9.127741020325423,True,146,11.889799282397696,crossed,22.75326001612418,0.15584424668578206,24.0,0.1643835616438356,1964.0,cycles,95,FS 1+AE-ENet,Diversity IT,True,16.43835616438356,24.0,1964.0
Formation,set1_dQn_m,AE_ENet,5,diversity_oneshot,0.95,20.56115325170685,11.433412231381425,9.127741020325423,True,146,11.889799282397696,crossed,63.24367389481081,0.4331758485945946,72.0,0.4931506849315068,6466.0,cycles,95,FS 1+AE-ENet,Diversity OS,True,49.31506849315068,72.0,6466.0
Formation,set1_dQn_m,AE_ENet,5,exploitation,0.95,20.56115325170685,11.433412231381425,9.127741020325423,True,146,11.889799282397696,crossed,96.88951364385575,0.6636268057798339,108.0,0.7397260273972602,9603.0,cycles,95,FS 1+AE-ENet,Exploitation,True,73.97260273972603,108.0,9603.0
Formation,set1_dQn_m,AE_ENet,5,exploration,0.95,20.56115325170685,11.433412231381425,9.127741020325423,True,146,11.889799282397696,crossed,46.53144490923691,0.3187085267755953,48.0,0.3287671232876712,4235.0,cycles,95,FS 1+AE-ENet,Exploration,True,32.87671232876712,48.0,4235.0
Formation,set1_dQn_m,AE_ENet,5,hybrid,0.95,20.56115325170685,11.433412231381425,9.127741020325423,True,146,11.889799282397696,crossed,133.42139762722334,0.9138451892275571,144.0,0.9863013698630136,13273.0,cycles,95,FS 1+AE-ENet,Hybrid,True,98.63013698630137,144.0,13273.0
Formation,set1_dQn_m,AE_ENet,5,random_selection,0.95,20.56115325170685,11.433412231381425,9.127741020325423,True,146,11.889799282397696,crossed,23.719764742578164,0.1624641420724532,24.0,0.1643835616438356,2125.0,cycles,95,FS 1+AE-ENet,Random,True,16.43835616438356,24.0,2125.0
Formation,set1_dQn_m,AE_ENet,6,coverage,0.95,21.52052010561004,8.635645998368906,12.884874107241133,True,146,9.279889703730964,crossed,34.484482526631616,0.23619508579884668,36.0,0.2465753424657534,3414.0,cycles,95,FS 1+AE-ENet,Coverage,True,24.65753424657534,36.0,3414.0
Formation,set1_dQn_m,AE_ENet,6,diversity_iterative,0.95,21.52052010561004,8.635645998368906,12.884874107241133,True,146,9.279889703730964,crossed,21.112710088498304,0.1446076033458788,24.0,0.1643835616438356,2272.0,cycles,95,FS 1+AE-ENet,Diversity IT,True,16.43835616438356,24.0,2272.0
